filepath,class_name,label,patient_id,split
data\brain_tumor\meningioma\Te-me_47.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_48.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_49.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_5.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_50.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_51.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_52.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_53.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Te-me_54.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Te-me_55.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_56.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_57.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_58.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_59.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Te-me_6.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_60.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_61.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_62.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_63.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Te-me_64.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_65.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Te-me_66.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_67.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_68.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_69.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Te-me_7.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Te-me_70.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Te-me_71.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Te-me_72.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_73.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_74.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Te-me_75.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_76.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_77.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_78.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Te-me_79.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_8.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_80.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Te-me_81.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Te-me_82.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_83.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Te-me_84.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Te-me_85.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_86.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_87.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_88.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Te-me_89.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_9.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_90.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_91.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Te-me_92.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_93.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Te-me_94.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Te-me_95.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_96.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_97.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Te-me_98.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Te-me_99.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_1.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_10.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_100.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_11.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_12.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_13.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_14.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_15.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_16.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_17.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_18.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_19.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_2.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_20.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_21.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_22.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_23.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_24.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_25.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_26.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_27.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_28.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_29.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_3.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_30.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_31.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_32.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_33.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_34.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_35.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_36.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_37.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_38.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_39.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_4.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_40.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_41.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_42.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_43.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_44.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_45.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_46.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_47.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_48.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_49.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_5.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_50.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_51.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_52.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_53.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_54.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_55.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_56.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_57.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_58.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_59.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_6.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_60.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_61.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_62.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_63.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_64.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_65.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_66.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_67.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_68.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_69.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_7.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_70.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_71.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_72.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_73.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_74.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_75.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_76.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_77.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_78.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_79.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_8.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_80.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_81.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_82.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_83.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_84.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_85.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_86.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_87.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_88.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_89.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_9.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-aug-me_90.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_91.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_92.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_93.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_94.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_95.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_96.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_97.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-aug-me_98.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-aug-me_99.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_10.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_100.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1000.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1001.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1002.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1003.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1004.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1005.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1006.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1007.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1008.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1009.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_101.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1010.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1011.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1012.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1013.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1014.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1015.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1016.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1017.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1018.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1019.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_102.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1020.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1021.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1022.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1023.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1024.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1025.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1026.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1027.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1028.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1029.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_103.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1030.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1031.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1032.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1033.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1034.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1035.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1036.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1037.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1038.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1039.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_104.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1040.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1041.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1042.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1043.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1044.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1045.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1046.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1047.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1048.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1049.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_105.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1050.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1051.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1052.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1053.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1054.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1055.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1056.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1057.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1058.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1059.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_106.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1060.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1061.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1062.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1063.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1064.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1065.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1066.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1067.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1068.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1069.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_107.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1070.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1071.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1072.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1073.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1074.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1075.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1076.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1077.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1078.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1079.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_108.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1080.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1081.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1082.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1083.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1084.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1085.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1086.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1087.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1088.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1089.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_109.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1090.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1091.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1092.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1093.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1094.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1095.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1096.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1097.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1098.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1099.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_11.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_110.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1100.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1101.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1102.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1103.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1104.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1105.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1106.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1107.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1108.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1109.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_111.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1110.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1111.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1112.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1113.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1114.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1115.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1116.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1117.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1118.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1119.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_112.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1120.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1121.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1122.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1123.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1124.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1125.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1126.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1127.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1128.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1129.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_113.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1130.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1131.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1132.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1133.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1134.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1135.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1136.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1137.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1138.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1139.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_114.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1140.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1141.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1142.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1143.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1144.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1145.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1146.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1147.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1148.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1149.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_115.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1150.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1151.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1152.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1153.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1154.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1155.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1156.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1157.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1158.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1159.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_116.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1160.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1161.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1162.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1163.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1164.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1165.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1166.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1167.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1168.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1169.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_117.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1170.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1171.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1172.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1173.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1174.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1175.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1176.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1177.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1178.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1179.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_118.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1180.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1181.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1182.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1183.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1184.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_1185.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1186.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1187.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1188.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1189.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_119.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1190.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1191.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1192.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_1193.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_1194.jpg,meningioma,1,,train
